,title,realfake
1352,The Destruction of Reason in West,fake
1353,Corrupt FBI Influencing Elections,fake
1354,Hook Up Sites Tinder and Grindr Good For Population Control,fake
1355,New Song by Michael Heseltine: “Who Snuffed the Dogs Out”,fake
1356,Britain No Longer a Sovereign Democracy,fake
1357,EU Referendum: Betrayal of the People by Traitors in Undemocratic Coup,fake
1358,Brexit Lost: Scuppered By May and High Court,fake
1359,Markets Do Not Want Trump,fake
1360,Brexit Betrayal: Britain Must Prepare For Thirty Years of Civil Unrest and Riots,fake
1361,Experts: Britain’s National Security at Stake Infiltrated by EU,fake
1362,The Real EU Referendum Will Be the Next General Election,fake
1363,Remain Supporters Instrumental in Emergence of EU Army,fake
1364,Another Day Another U.S. Election,fake
1365,Anti-Brexit Meddler Gina Miller Poses Outside the Houses of Parliament,fake
1366,Donald Trump: “I’m Going to Grab the World By the P*ssy!”,fake
1367,Eight Years of Obama Rocked Hillary Clinton Campaign,fake
1368,Shameful Obama Legacy: White Man Beaten Viciously For Voting Trump,fake
1369,Trump Reveals American Muslim Solution,fake
1370,Rubber Band Politics: How the Left Enables the Right,fake
1371,Ignore Farage at Your Own Peril,fake
1372,Forget Your Encyclopaedia Get the Pokiespedia,fake
1373,When They Switch the Chip On You Won’t Know Who You Are Anymore,fake
1374,Trump Invigorates New American Volk by Formulating U.S. Einsatzgruppen,fake
1375,Experts: Obama Helped Trump With Illegal Database,fake
1376,Globe Still Has Two Months Under Obama,fake
1377,Taxpayer Funded Peer Lord Kerr Calls Taxpayers ‘Stupid’,fake
1378,Vive la Révolution – Marine Le Pen France’s New Jeanne D’Arc,fake
1379,Angry Vegetable Lib Dem Tim Farron Fights Back,fake
1380,How Trump Used Alt-Right Pawns to Gain Power Before Disavowing,fake
1381,Experts: ISIS is Root of True Islam and Cannot be Defeated by Guns Alone,fake
1382,Mexicans Say They Will Build Trump Wall – Three Feet High,fake
1383,Analyst: Why Turkey Opening Border to Millions Migrants into Europe is a Good Thing,fake
1384,Memetic Wednesday: Endgame Hillary,fake
1385,Ultimate White Knight Destroys Trump’s Walk of Fame Star to Help Lying Slut Hoaxers,fake
1386,Duterte Tells US Businesses to Quit Whining or GTFO,fake
1387,Colin Powell (Pronounced “Colon Pao”) Endorses Hillary Clinton,fake
1388,"Clinton E-Maelstrom: State Dept’s Bid to Help Hillary Slammed, Evidence Redacted",fake
1389,Shock: Moslem Terrorists in Germany!,fake
1390,Trump’s HUGE Rally Crowds vs HIllary Clinton’s TINY Crowds,fake
1391,Somali Home Invasions!,fake
1392,Hate-filled Monkeys Shut Down George Washington Bridge,fake
1393,Megyn [sic] Kelly BTFO by Newt: “You are Fascinated with Sex”,fake
1394,The Daily Traditionalist: Speaking of Independence,fake
1395,"The David Duke Show: The State of the Campaign, the Synagogue of Satan",fake
1396,US and Allies Openly Massing Huge Army on Russian Border!,fake
1397,Russia Tests Nuclear-Capable Ballistic Missile – But Have You Heard That Trump Grabs Pussies?,fake
1398,The Leader Salutes Comrade Newt on Brutal Megyn [sic] Kelly Beatdown: “We Don’t Play Games”,fake
1399,Woman Claims Trauma From Sexual Assault… In a Video Game,fake
1400,"If Megyn [sic] Kelly Doesn’t Want Her Pussy Grabbed, Why Did She Pose for This “Grab My Pussy” Photo Shoot?",fake
1401,Rigging the Election – Video IV: Democrat Operatives Willfully Accepting Illegal Foreign Donations,fake
1402,JewTube Shuts Down Bill Clinton’s Black Son Danny Williams,fake
1403,Refusal to Acknowledge Uniqueness of Holocaust Constitutes a “Second Genocide” Against Jews,fake
1404,Madman Merkel Demands the Internet Publicly Release All Closed-Source Code,fake
1405,The Real Numbers in Florida: Trump Winning by 14 Points,fake
1406,Monkeyball BTFO by The Walking Dead [NO SPOILERS],fake
1407,Buchanan Smashes CNN Shill,fake
1408,"Germany: Moslem Pulls Over Bike to Masturbate at White Girls, Police Say He Did Nothing Wrong",fake
1409,Cancer Patients and Priests Targeted by Googles,fake
1410,Germany: Migrant Bursts Into Wedding Screaming Allah Akbar,fake
1411,Google Violence at Temple U Popular Across the Country,fake
1412,16-Years-Old smdh. He’s Only a Child.,fake
1413,Nigel Farage Responds to Racism Accusations by Kike Media,fake
1414,Jewish Exodus From GOP Driving Rise of Neo-Con Left,fake
1415,The Daily Traditionalist: The Calais Cancer Metastasizes,fake
1416,The David Duke Show: Hillary’s Treason and Why Trump & Duke Will Win,fake
1417,“Chapo Trap House”: New Left-Wing Podcast is a Flagrant Rip-Off of The Right Stuff,fake
1418,The Guardian is Going Friggin Nuts Over Calais,fake
1419,(((Smithsonian))) Refuses to Include Judge in Black Museum Because He has Normal People Opinions,fake
1420,How White Cops Interact with Blacks in Real Life,fake
1421,Jew-Shielder Gavin McCuck Rekt by Jew-Hating Female Shitlord!,fake
1422,German Parents Taken to Court for Refusing to Send Their Son to a Mosque,fake
1423,Wear Your MAGA Gear in Public Every Day Until the Election!,fake
1424,Philly: Black Judge Says Whites Deserve Black Violence,fake
1425,#DraftOurDaughters: Feminist Hillary Supporters Vow To Fight War With Russia For Us,fake
1426,"Welp, That’s It – Show’s Over: Belgian Court Rules Syrians Can Receive Visa to Fly-In to Claim Asylum",fake
1427,The Bundy Gang Rides Free,fake
1428,Negroes in Italy: “We Want Armani and Boss”,fake
1429,Vice-Emperor Pence’s Plane Skids Dangerously Off Runway,fake
1430,Conference Calls for Greater Diversity in Rap Music,fake
1431,Googles Target Cop and Reporter – Daily Stormer,fake
1432,Truth Will Out Radio: The Laconia Incident,fake
1433,The Orthodox Nationalist: Albania’s Alliance With Globalism,fake
1434,"lolwut: Russia Kicked-Off UN Human Rights Council, Saudi Arabia Re-Elected",fake
1435,HAPPENING: FBI Reopens Case Against Aggro Granny After New Emails Discovered!,fake
1436,Dear Azzy: Soros and Sluts,fake
1437,Evil Zionist Jew Warmonger Bill Kristol Calls Alt-Right “Scaredy Cats”,fake
1438,SJWs in Canada Trying to Get a Prof Fired for Saying Black People are Oppressed,fake
1439,Fashwave Friday: Endgame,fake
1440,Google Mob Violence – In Iowa!,fake
1441,Dr. Duke and Dr. MacDonald Call for Prosecution of Hillary for Treason,fake
1442,The Daily Traditionalist: Jeff Schoep and the NSM,fake
1443,Proof God is on Duterte’s Side!,fake
1444,Israeli Minister Says Yahweh did Earthquake as Revenge,fake
1445,Putin Responds to Claims He’s Undermining US Democracy,fake
1446,Sickening Hillarist Spics Attack Kindly Negress Trump-Star Defender,fake
1447,Media Kikes: 91% of Trump Coverage is Negative,fake
1448,Mexicans are Whining About Illegal Immigrants Stealing Their Jobs,fake
1449,Facebook Caught Selling Targeted Advertisement Which Excludes Different Races,fake
1450,FranceInfo Changes Text on Its Website About “16-Year-Old” “Ethiopian” “Refugee” in Tears,fake
1451,Scientists Say Signals From Space are Probably Aliens,fake
1452,Donald J. Trump is Now President of the United States of America,fake
1453,Hillary Screwed by a Jew Weiner,fake
1454,Why Did Four Googles Kill This White?,fake
1455,Megyn [sic] Kelly: Gowdy Triumphantly Comments on the Hillary Case Reopening,fake
1456,Russia Did It: Cuck Moron Glenn Beck Claims The Alt-Right are Kremlin-Backed Terrorists,fake
1457,The Truth About America’s Survival – Demographics and the 2016 Election,fake
1458,America’s Kosher Conservatives are Alarmed at the Sight of Real Conservatism,fake
1459,Glazer & Moynihan’s Beyond the Melting Pot,fake
1460,The Neo-Liberal Globalist Wish List,fake
1461,There is No Such Thing as Black Violence – All Good Boys Dindu Nuffin,fake
1462,Swedish MP quits in disgust at Jewish ownership of media — Includes short video by Red Ice Radio,fake
1463,Christ and the Sufi : A Parable of Perfection,fake
1464,Hillary is finished! — as the FBI reopens their case into her latest crimes (Video),fake
1465,Only Trump can save America now — if he can survive and follow in the footsteps of Vladimir Putin,fake
1466,"Wikileaks Bombshell: ‘There is no US election’ (Video, 5.26 mins)",fake
1467,"Update on Hillary Clinton’s Crimes and Misdemeanors (2 Videos, 10 mins)",fake
1468,Will the next US president be a psycho lesbian? (plus 2 breaking news videos),fake
1469,Will the next US president be a lesbian psycho?,fake
1470,BREAKING! — Hillary Clinton looks like a goner!,fake
1471,Muslim Radical Salman Hossein says Hillary will win,fake
1472,"For every argument the media make against Trump, Hillary’s worse",fake
1473,The Drive to Flood Britain with Third World Immigrants is a Jewish Plot,fake
1474,US Election Race : The Huma Abedin Connection (8-minute video),fake
1475,Artificial intelligence ‘robot’ says Trump will win,fake
1476,Explosive Assange/Pilger Interview on US Election: Expect Riots if Hillary Wins,fake
1477,"Dishing the Dirt on Hillary — ‘Lock her up at once!’ (Video, 10 mins)",fake
1478,"BREAKING! — Why Comey let Hillary off the hook (Video, 7.48 mins)",fake
1479,"BREAKING! — New shattering Wikileaks info implicates Clintons in shocking allegations of rape, satanism, blood drinking, and child sex in hot tubs",fake
1480,Celebrity Deathmatch: Darkmoon Sages Make Their Final Predictions on US Election,fake
1481,AMERICA STUNNED! — Mein Trumpf Storms into the White House,fake
1482,Kevin MacDonald celebrates Trump’s Amazing Victory,fake
1483,TRUMP BOMBSHELL! — I’m reopening 9/11 Investigation,fake
1484,Oi veh! — New Hitler gets elected,fake
1485,The Coming Storm — ‘Trump only won because the Elites want him there’,fake
1486,Bad Jewish Losers Lament Trump’s Victory on BBC Newsnight,fake
1487,Donald Trump and Hillary Clinton walk into a bar,fake
1488,"Trump’s Victory — ‘Take that, you bastards!’",fake
1489,Why Did They Vote For Trump?,fake
1490,Trump won because of White people,fake
1491,Demonic Possession Today (Part 1),fake
1492,Far Worse than the Fourth Reich — ‘The Day of Reckoning has arrived!’,fake
1493,Is Donald Trump the New Hitler? (Video),fake
1494,Fooling Ourselves — Trump is Not the New Messiah (includes video),fake
1495,Top Trump Aide Steve Bannon: Virulent Anti-Semite or Ardent Zionist?,fake
1496,September New Homes Sales Rise——-Back To 1992 Level!,fake
1497,Chart Of The Day: Mind The Russell 2000—Epic Breakdown Underway,fake
1498,The Great Wall Street/Washington Con Job: Part 4 Of The Recovery Which Didn’t Happen,fake
1499,October 27: Daily Contrarian Reads,fake
1500,New Home Sales – Tightrope Walk Over a Windy Canyon,fake
1501,"Chart of The Day: What Escape Velocity? Core CapEx Orders Down 7 Straight Months, 20 out of Last 23",fake
1502,Chart Of The Day: Soaring Obamacare Premiums By State,fake
1503,The Great Wall Street/Washington Con Job: Part 5 of The Recovery Which Never Happened,fake
1504,October 28: Daily Contrarian Reads,fake
1505,Chart Of The Day: Shrinking Core Capital Goods Orders Signals Recession,fake
1506,Chart Of The Day: Since 2009—–Recovery For The 5%; Stagnation for the 95%,fake
1507,Chart Of The Day: Restaurant Performance Index Heading South,fake
1508,Chart Of The Day: Flows To Passive Funds Booby-Trapping Stock and Bond Markets,fake
1509,The Mother Of All October Surprises—Why The House Of Cards Will Now Come Tumbling Down,fake
1510,The Most Interesting Chart In The World – Part 1,fake
1511,October 31: Daily Contrarian Reads,fake
1512,"The So-Called OPEC Cartel Whiffs Again——Marathon Talks, No Deal",fake
1513,Chart Of The Day: Mind The Big Rigs—-Class 8 Truck Sales Down 46% Since Peak,fake
1514,Chart Of The Day: Real Final Sales—The History Of Lower,fake
1515,The Other October Surprise—An Eruption In The Bond Pits,fake
1516,The Most Interesting Chart In The World – Part 2,fake
1517,November 1: Daily Contrarian Reads,fake
1518,Chart Of The Day: Private Residential Construction Stalls-Out 40% Below Pre-Crisis Peak,fake
1519,Lookout Below! The Dream Is Ending,fake
1520,November 2: Daily Contrarian Reads,fake
1521,"The Most Interesting Chart In The World – Part 3, The End",fake
1522,October Merger Mania—-Global Total Tops Peak 2007 Madness,fake
1523,Chart Of The Day: Even Janet Yellen’s Favorite Labor Market Index Just Went Negative,fake
1524,Eight Clowns Jabbering—But Next Time Please Spare Us The Pecksniffery,fake
1525,November 3: Daily Contrarian Reads,fake
1526,Chart Of The Day: Ratio Of Household Net Worth To Disposable Income At Pre-Crisis High,fake
1527,725 Days To Nowhere—A Stock Market Inhabited By Machines And Fools,fake
1528,Construction Spending Is A Lagging Indicator and It’s Sinking,fake
1529,November 4: Daily Contrarian Reads,fake
1530,Front-Running The Central Banks—-How The Fast Money Does It,fake
1531,Chart Of The Day: French Auto Production Down 45% Since 2000,fake
1532,Chart Of The Day: What Recovery? Real Construction Spending Still 17.7% Below 2006 Level,fake
1533,"Phony Jobs, Phony Recovery, Phony Regime—-Now Comes The Reckoning",fake
1534,Little Known Treasury Committee Gives Us a Look At Market’s Most Powerful Players,fake
1535,"Turkey Tumbling—-Crackdown Sweeps Through Business and Finance, Imperiling the Economy",fake
1536,November 7: Daily Contrarian Reads,fake
1537,Chart Of The Day: Mind The Everything Bubble—-Financial Assets To DPI At All-Time High,fake
1538,Election Day In America: The Political Earth Could Move—Trump’s Route To 270,fake
1539,November 8: Daily Contrarian Reads,fake
1540,Bubble Trouble At US Banks,fake
1541,November 9: Daily Contrarian Reads,fake
1542,YOU’RE FIRED!,fake
1543,Chart Of The Day: The Ever-Widening Wage Gap,fake
1544,Chart Of The Day: US Productivity Growth Trend Falling Off The Charts,fake
1545,November 10: Daily Contrarian Reads,fake
1546,Trump’s True Mission—-Lance The Boil,fake
1547,Insufficient Liquidity For Sustained Rally In Stocks,fake
1548,Chart Of The Day: Trend Growth Rate Of Real GDP Has Slumped To 0.46%/Year,fake
1549,November 11: Daily Contrarian Reads,fake
1550,A Sucker’s Rally Like No Other,fake
1551,Chart Of The Day: Russia Must Want War—Look How Close They Have Put Their Borders To Our Military Bases!,fake
1552,"Chart Of The Day: The Rise And Fall Of Middle Class Wealth, 1927-2013",fake
1553,Chart Of The Day: The Great Prosperity (1947-79) Vs. The Great Regression (1980-2016),fake
1554,November 14: Daily Contrarian Reads,fake
1555,"Memo To Trump: Slash Payroll Taxes For Workers, Not Income Taxes For The Elites",fake
1556,Dear Mr. President- How Many Jobs Will Building a Wall Create? Part 1,fake
1557,Chart of The Day: 58 Years of Federal Infrastructure Spending In Constant Dollars—-No Starvation Here!,fake
1558,"Chart Of The Day: Miami Condo Market—–Choking On Inventory, Again!",fake
1559,Dear Mr. President- How Many Jobs Will Building a Wall Create? Part 2,fake
1560,Why The “Trump Reflation Trade” Is For Chumps,fake
1561,Chart Of The Day: The “Trump Rally” Is All Dow—Mind The Divergences,fake
1562,November 15: Daily Contrarian Reads,fake
1563,Wall Street’s Calling The Sheep To The Slaughter……Again!,fake
1564,November 16: Daily Contrarian Reads,fake
1565,"Chart Of The Day: 25-Years of Bubble Finance Fantasy, Not Free Trade",fake
1566,Chart Of The Day: October Manufacturing Production—-Plateaued At 2005 Levels,fake
1567,"Chart Of The Day: Commercial Real Estate At All-Time Peak, Up 107% Since 2009",fake
1568,Chart Of The Day: Bondmageddon—–Foreign Central Banks Have Dumped $400 Billion USTs,fake
1569,November 17: Daily Contrarian Reads,fake
1570,The Trumpflation Scam And The Fiscal Bloodbath Ahead,fake
1571,Mainstream Media Totally Blows It On Retail Sales,fake
1572,Draining The Swamp 2.0: Trump Versus Reagan,fake
1573,"Ben Leubsdorf, ARE YOU KIDDING ME?",fake
1574,November 18: Daily Contrarian Reads,fake
1575,Chart Of The Day: The Bond Vigilantes Are Back! UST Yield Up 65bps Since Election,fake
1576,Chart Of The Day: UST Yield Up 100 bps Since Post-Brexit Low,fake
1577,Chart Of The Day: The Giant Bubble In Janet’s Hometown Is Now Fixing To Crack,fake
1578,Memo To Trump: Fire Janet Yellen Now Or The Swamp Will Take You Down,fake
1579,November 21: Daily Contrarian Reads,fake
1580,Housing Starts News A Double Edged Sword and It’s Pointed Right At Us,fake
1581,Chart of The Day: Massive Asset Deflation Ahead,fake
1582,Chart Of The Day: Wealth Of the Top 0.1% Now Equals Bottom 90%,fake
1583,"Chart Of The Day: In Lieu Of Growth, The Tech Sector Is Throwing Massive Cash At Wall Street",fake
1584,"Chart Of The Day: Sorry, Mario! The Printing Press Can’t Fix The Welfare State",fake
1585,This Sucker’s Rally Is Done—-Soon Comes The Carnage,fake
1586,November 22: Daily Contrarian Reads,fake
1587,Single Family Housing Starts Surge Before Long Winter of Our Discontent,fake
1588,Chart Of The Day: The Explosion Of Student Loans Vs. The Implosion Of Home Ownership Under 30,fake
1589,November 23: Daily Contrarian Reads,fake
1590,Why Trump’s Already In Trouble: Steve Bannon—Rightwing Statist,fake
1591,Existing Home Sales- Another Reason Why You Should Take the Money and Run,fake
1592,"Chart Of The Day: Automobile Demographics—Steadily Older Fleet, Fewer New Cars Needed",fake
1593,November 25: Daily Contrarian Reads,fake
1594,Another Warning—–Durable Goods Orders,fake
1595,The Bond Vigilantes Are Back—-Just In Time To Stop Trumponomics,fake
1596,"Comment on Are the Obamas, the Clintons and the Bushes going to seek refuge in Countries that don’t Extradite to the US if Trump Wins? by marlene",fake
1597,"Comment on When Asked about Undercover Videos, Hillary Walks Out on Press Conference by Matibob",fake
1598,Comment on Sweden Bans Christmas Street Lights; To Avoid Offending Muslim Migrants? by jaded,fake
1599,Comment on Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll by marlene,fake
1600,AT&T Secret Spy Program Unveiled: Project Hemisphere,fake
1601,WATCH: Hillary Aide RUSHES to Her Side to Help Her Climb ONE Step!,fake
1602,Wikileaks: Bill Clinton BOASTS of Hillary’s ‘Working Relationship’ with Muslim Brotherhood,fake
1603,Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll,fake
1604,"Leaked Email: ‘If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years’",fake
1605,What’s that strange lump embedded in Hillary Clinton’s face?,fake
1606,Comment on What’s that strange lump embedded in Hillary Clinton’s face? by mildred.kraus,fake
1607,Comment on Leaked Emails Reveal Hillary Can’t Speak for Very Long Without a Podium… So Were the Debates Rigged? by mildred.kraus,fake
1608,"Comment on Leaked Email: ‘If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years’ by mildred.kraus",fake
1609,Obamacare Architect Gruber Demands “Larger Mandate Penalty”,fake
1610,Hillary Clinton’s Gun Control Agenda Exposed in WikiLeaks Emails,fake
1611,Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,fake
1612,"Democrats Contaminate Cliven Bundy Jury Pool with 700,000 Mailers Falsely Connecting Him to Las Vegas Cop Killers",fake
1613,Comment on WikiLeaks List Exposes At Least 65 Media ‘Presstitutes’ Who Colluded to Hide Clinton’s Crimes by Butch,fake
1614,"Comment on Democrats Contaminate Cliven Bundy Jury Pool with 700,000 Mailers Falsely Connecting Him to Las Vegas Cop Killers by Jimbeau",fake
1615,Comment on WATCH: Hillary Aide RUSHES to Her Side to Help Her Climb ONE Step! by lloyd Lisco,fake
1616,Comment on Hillary Clinton’s Gun Control Agenda Exposed in WikiLeaks Emails by braindiseasecalledliberalism,fake
1617,Comment on AT&T Secret Spy Program Unveiled: Project Hemisphere by lloyd Lisco,fake
1618,Comment on Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence by Boriqua ConHambrre,fake
1619,Comment on Wikileaks: Bill Clinton BOASTS of Hillary’s ‘Working Relationship’ with Muslim Brotherhood by toddyo1935,fake
1620,Comment on Obamacare Architect Gruber Demands “Larger Mandate Penalty” by marlene,fake
1621,Comment on It Is Happening Again America! Voting Machines Are Switching Votes From Donald Trump To Hillary Clinton by donaldbreaux,fake
1622,Project Veritas Releases Fourth Video Exposing Illegal Contributions and High Level Political Corruption,fake
1623,NY Times: Trump Supporters are Threatening a ‘Violent Revolution’ if Hillary Wins,fake
1624,Apostate Evangelicals Are Poised To Become The Deciding Factor In A Hillary Clinton Election Victory,fake
1625,WATCH: The Plan Has Been Exposed: “The Secretive Effort To Reduce The Population And Bring Resource Use Into Strict Centralized Control”,fake
1626,21 Things We’ve Learned About Hillary Clinton from Wikileaks That the MSM Won’t Share…But YOU Can!,fake
1627,NOT GUILTY: Oregon Standoff Leaders Acquitted for Malheur Wildlife Refuge Takeover,fake
1628,"“If Trump Loses, I’m Grabbing My Musket”: Former Congressman Ready to Go Full Revolution",fake
1629,African ‘Refugee’ Carries Out Mass Shooting In Virginia,fake
1630,Jeff Rovin: Clintons paid me to ‘fix’ their sex scandals,fake
1631,"Germany: Students Forced to Chant ‘Allahu Akbar,’ Punished for Refusing Trip to Mosque",fake
1632,WikiLeaks Shocker: Clinton Camp Considering Paul Ryan Relative as Supreme Court Nominee,fake
1633,Comment on NOT GUILTY: Oregon Standoff Leaders Acquitted for Malheur Wildlife Refuge Takeover by Richard Johnson,fake
1634,Comment on NY Times: Trump Supporters are Threatening a ‘Violent Revolution’ if Hillary Wins by Richard Johnson,fake
1635,Comment on Jeff Rovin: Clintons paid me to ‘fix’ their sex scandals by Lakshmima,fake
1636,Comment on Project Veritas Releases Fourth Video Exposing Illegal Contributions and High Level Political Corruption by Lakshmima,fake
1637,Comment on 21 Things We’ve Learned About Hillary Clinton from Wikileaks That the MSM Won’t Share…But YOU Can! by Lakshmima,fake
1638,"Comment on “If Trump Loses, I’m Grabbing My Musket”: Former Congressman Ready to Go Full Revolution by Lakshmima",fake
1639,Comment on WikiLeaks Shocker: Clinton Camp Considering Paul Ryan Relative as Supreme Court Nominee by Richard Johnson,fake
1640,184 U.S. generals and admirals endorse Trump for Commander-In-Chief,fake
1641,"FBI Makes Stunning Reversal, Reopens Clinton Investigation After Discovery of New Documents",fake
1642,Collusion Between Facebook and Hillary’s Campaign Revealed in Clinton Emails,fake
1643,6 Places Voter Fraud Has Already Happened… But Don’t Worry,fake
1644,Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary,fake
1645,Hillary Clinton On New FBI Probe: ‘I Would Urge Everybody To Get Out & Vote Early!’,fake
1646,Will Barack Obama Delay Or Suspend The Election If Hillary Is Forced Out By The New FBI Email Investigation?,fake
1647,SHOCK VIDEO: Hillary Supporters ATTACK Homeless Woman Protecting Trump’s Star,fake
1648,Comment on Collusion Between Facebook and Hillary’s Campaign Revealed in Clinton Emails by mad-aussie,fake
1649,Comment on Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary by ConservativeSenior,fake
1650,Comment on Will Barack Obama Delay Or Suspend The Election If Hillary Is Forced Out By The New FBI Email Investigation? by Dennis Paul Habern,fake
1651,Comment on Hillary Clinton On New FBI Probe: ‘I Would Urge Everybody To Get Out & Vote Early!’ by Tonya Parnell,fake
1652,Comment on 184 U.S. generals and admirals endorse Trump for Commander-In-Chief by Tonya Parnell,fake
1653,"Comment on FBI Makes Stunning Reversal, Reopens Clinton Investigation After Discovery of New Documents by Terry",fake
1654,Comment on SHOCK VIDEO: Hillary Supporters ATTACK Homeless Woman Protecting Trump’s Star by Tooney,fake
1655,Comment on Maryland Trump Supporter: They Switched My Vote to Hillary by misterdawg,fake
1656,This Powerful Corporate Lobby Is Quietly Backing Hillary — and Nobody’s Talking About It,fake
1657,Clintons Addicted to Privilege: Financial Whistleblower Explains What’s About to Happen to the Economy,fake
1658,Quid Pro Quo? Wikileaks Email Reveals Clinton Campaign Eyeing Paul Ryan’s Relative for Supreme Court,fake
1659,Maryland Trump Supporter: They Switched My Vote to Hillary,fake
1660,Comment on Clintons Addicted to Privilege: Financial Whistleblower Explains What’s About to Happen to the Economy by marlene,fake
1661,Comment on This Powerful Corporate Lobby Is Quietly Backing Hillary — and Nobody’s Talking About It by runsinquicksand,fake
1662,Comment on Quid Pro Quo? Wikileaks Email Reveals Clinton Campaign Eyeing Paul Ryan’s Relative for Supreme Court by lenore.lee,fake
1663,Comment on 6 Places Voter Fraud Has Already Happened… But Don’t Worry by lenore.lee,fake
1664,Former US Attorney for DC: New Hillary Email Probe Was Result of ‘Revolt’ Inside FBI,fake
1665,Like a ‘Concentration Camp’ Police Mark DAPL Protesters with Numbers & Lock Them in Dog Kennels,fake
1666,Congress: Attorney General Lynch ‘Pleads Fifth’ on Secret Iran ‘Ransom’ Payments,fake
1667,Hillary Clinton is an alcoholic,fake
1668,Comment on Former US Attorney for DC: New Hillary Email Probe Was Result of ‘Revolt’ Inside FBI by Tonya Parnell,fake
1669,This is the Man Militarized Police at Standing Rock are Working For,fake
1670,"Hillary is So Unpopular, She Has to Pay Off Youth Voters and Fabricate Her Rallies",fake
1671,Leaked Audio Catches Clinton Red-Handed Talking About Rigging Elections,fake
1672,How Obamacare Was Designed to Fail and Hillary Clinton Knew It All Along,fake
1673,"Clinton’s most emailed aid in the US State Department, Jake Sullivan, used personal email to talk with Clinton about bringing down Libya",fake
1674,Texas Police Arrest Trump Voter for Wearing “Deplorable” T-Shirt,fake
1675,"Comment on Hillary is So Unpopular, She Has to Pay Off Youth Voters and Fabricate Her Rallies by DL",fake
1676,Comment on This is the Man Militarized Police at Standing Rock are Working For by hawkmo99,fake
1677,Comment on Texas Police Arrest Trump Voter for Wearing “Deplorable” T-Shirt by Terry,fake
1678,Comment on Hillary Clinton is an alcoholic by Jonathan Brooks,fake
1679,Comment on Like a ‘Concentration Camp’ Police Mark DAPL Protesters with Numbers & Lock Them in Dog Kennels by marlene,fake
1680,Comment on Congress: Attorney General Lynch ‘Pleads Fifth’ on Secret Iran ‘Ransom’ Payments by marlene,fake
1681,"Comment on If Clinton Goes Down, Loretta Lynch Will Go Down With Her by Truth Detector",fake
1682,Comment on French Political Leader: “France is about to Enter a Holy War with Islam” – “Embrace Christianity… Never Accept the Religion of Satan” by Paulus,fake
1683,Comment on AG Lynch told FBI Director Comey NOT to go public with the new Clinton email investigation by Ann Tenna,fake
1684,Will Michelle Obama Be The Replacement Nominee If The FBI Email Investigation Ends Hillary Clinton’s Campaign?,fake
1685,Hidden Cam: Soros-Funded Media Matters Brags How They Got Roger Stone Banned From TV,fake
1686,The Deceptive Nature of Hillary Clinton is Right in Line with Communism,fake
1687,AG Lynch told FBI Director Comey NOT to go public with the new Clinton email investigation,fake
1688,French Political Leader: “France is about to Enter a Holy War with Islam” – “Embrace Christianity… Never Accept the Religion of Satan”,fake
1689,Report Exposes Inner Workings of Facebook and How Clinton Loyalists Control Your Newsfeed,fake
1690,"If Clinton Goes Down, Loretta Lynch Will Go Down With Her",fake
1691,If Hillary Clinton Is Charged With Obstruction Of Justice She Could Go To Prison For 20 Years,fake
1692,"Distracted by Election 2016, No-one Resisted the Deep State’s Patriot Act 2",fake
1693,Comment on If Hillary Clinton Is Charged With Obstruction Of Justice She Could Go To Prison For 20 Years by Kingdom Ambassador,fake
1694,Comment on Report Exposes Inner Workings of Facebook and How Clinton Loyalists Control Your Newsfeed by marlene,fake
1695,Comment on Will Michelle Obama Be The Replacement Nominee If The FBI Email Investigation Ends Hillary Clinton’s Campaign? by marlene,fake
1696,What is going on with WikiLeaks?,fake
1697,Nanny In Jail After Force Feeding Baby To Death,fake
1698,141 Arrested At Protest Of The Dakota Access Pipeline,fake
1699,New Leaked Clinton Emails Came from the Devices of Anthony Weiner,fake
1700,CAN EARLY VOTERS CHANGE THEIR VOTES?,fake
1701,AUDIO TAPE OF HILLARY LEAKED ABOUT RIGGING ELECTION,fake
1702,COPS AMBUSHED IN IOWA,fake
1703,"DML Provides Stunning Analysis, Predicts Trump Will Win Presidential Election",fake
1704,BORDER COLLAPSE AMID ELECTION,fake
1705,"“National Mood” Focus Group Reflects Angry, Divided America",fake
1706,Before It All Began: DML’s Spot-On Prediction of the 2016 Race,fake
1707,Miley Cyrus Crying Over Trump Victory (Video),fake
1708,SOROS & HIS CONNECTION TO THE RIOTS,fake
1709,Medicare Scammers Targeting the Elderly,fake
1710,"""Hamilton"" Actor Refuses To Apologize For Political Stunt",fake
1711,Missing California Mother Found Safe On Thanksgiving Day,fake
1712,Katheryn From My Walk & Talk,fake
1713,"Hillary Insisted America Fact Check Her, So We Did…Here’s 6 Huge Lies From The Debate",fake
1714,FOR SALE: Hillary's State Department,fake
